,Notes,County,County Code,Year,Year Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths
3731,,"Williamson County, TX",48491.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
3732,,"Williamson County, TX",48491.0,2005.0,2005.0,All other alcohol-induced causes,A9,13.0
3733,,"Williamson County, TX",48491.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,1437.0
3734,,"Wilson County, TX",48493.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,301.0
3735,,"Winkler County, TX",48495.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,72.0
3736,,"Wise County, TX",48497.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,419.0
3737,,"Wood County, TX",48499.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,509.0
3738,,"Yoakum County, TX",48501.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,67.0
3739,,"Young County, TX",48503.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,234.0
3740,,"Zapata County, TX",48505.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,103.0
3741,,"Zavala County, TX",48507.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,107.0
3473,,"Anderson County, TX",48001.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
3474,,"Anderson County, TX",48001.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,580.0
3475,,"Andrews County, TX",48003.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,124.0
3476,,"Angelina County, TX",48005.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,780.0
3477,,"Aransas County, TX",48007.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
3478,,"Aransas County, TX",48007.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,293.0
3479,,"Archer County, TX",48009.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,72.0
3480,,"Armstrong County, TX",48011.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,25.0
3481,,"Atascosa County, TX",48013.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,303.0
3482,,"Austin County, TX",48015.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,260.0
3483,,"Bailey County, TX",48017.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,66.0
3484,,"Bandera County, TX",48019.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,175.0
3485,,"Bastrop County, TX",48021.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,491.0
3486,,"Baylor County, TX",48023.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,50.0
3487,,"Bee County, TX",48025.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,209.0
3488,,"Bell County, TX",48027.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
3489,,"Bell County, TX",48027.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,1677.0
3490,,"Bexar County, TX",48029.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,135.0
3491,,"Bexar County, TX",48029.0,2006.0,2006.0,Drug poisonings (overdose) Suicide (X60-X64),D2,25.0
3492,,"Bexar County, TX",48029.0,2006.0,2006.0,All other drug-induced causes,D9,31.0
3493,,"Bexar County, TX",48029.0,2006.0,2006.0,All other alcohol-induced causes,A9,136.0
3494,,"Bexar County, TX",48029.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,10326.0
3495,,"Blanco County, TX",48031.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,87.0
3496,,"Bosque County, TX",48035.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,237.0
3497,,"Bowie County, TX",48037.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,876.0
3498,,"Brazoria County, TX",48039.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0
3499,,"Brazoria County, TX",48039.0,2006.0,2006.0,All other alcohol-induced causes,A9,12.0
3500,,"Brazoria County, TX",48039.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,1786.0
3501,,"Brazos County, TX",48041.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,759.0
3502,,"Brewster County, TX",48043.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,66.0
3503,,"Briscoe County, TX",48045.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,17.0
3504,,"Brooks County, TX",48047.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,78.0
3505,,"Brown County, TX",48049.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,445.0
3506,,"Burleson County, TX",48051.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,164.0
3507,,"Burnet County, TX",48053.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,380.0
3508,,"Caldwell County, TX",48055.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,287.0
3509,,"Calhoun County, TX",48057.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,194.0
3510,,"Callahan County, TX",48059.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,154.0
3511,,"Cameron County, TX",48061.0,2006.0,2006.0,All other alcohol-induced causes,A9,11.0
3512,,"Cameron County, TX",48061.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,2017.0
3513,,"Camp County, TX",48063.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,134.0
3514,,"Carson County, TX",48065.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,67.0
3515,,"Cass County, TX",48067.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,358.0
3516,,"Castro County, TX",48069.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,54.0
3517,,"Chambers County, TX",48071.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,181.0
3518,,"Cherokee County, TX",48073.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,449.0
3519,,"Childress County, TX",48075.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,78.0
3520,,"Clay County, TX",48077.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,98.0
3521,,"Cochran County, TX",48079.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,28.0
3522,,"Coke County, TX",48081.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,62.0
3523,,"Coleman County, TX",48083.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,156.0
3524,,"Collin County, TX",48085.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0
3525,,"Collin County, TX",48085.0,2006.0,2006.0,All other alcohol-induced causes,A9,22.0
3526,,"Collin County, TX",48085.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,2436.0
3527,,"Collingsworth County, TX",48087.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,39.0
3528,,"Colorado County, TX",48089.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,225.0
3529,,"Comal County, TX",48091.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
3530,,"Comal County, TX",48091.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,737.0
3531,,"Comanche County, TX",48093.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,189.0
3532,,"Concho County, TX",48095.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,26.0
3533,,"Cooke County, TX",48097.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,378.0
3534,,"Coryell County, TX",48099.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,360.0
3535,,"Cottle County, TX",48101.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,36.0
3536,,"Crane County, TX",48103.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,40.0
3537,,"Crockett County, TX",48105.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,29.0
3538,,"Crosby County, TX",48107.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,77.0
3539,,"Culberson County, TX",48109.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,17.0
3540,,"Dallam County, TX",48111.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,61.0
3541,,"Dallas County, TX",48113.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,171.0
3542,,"Dallas County, TX",48113.0,2006.0,2006.0,Drug poisonings (overdose) Suicide (X60-X64),D2,27.0
3543,,"Dallas County, TX",48113.0,2006.0,2006.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,24.0
3544,,"Dallas County, TX",48113.0,2006.0,2006.0,All other drug-induced causes,D9,15.0
3545,,"Dallas County, TX",48113.0,2006.0,2006.0,All other alcohol-induced causes,A9,112.0
3546,,"Dallas County, TX",48113.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,13573.0
3547,,"Dawson County, TX",48115.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,127.0
3548,,"Deaf Smith County, TX",48117.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,147.0
3549,,"Delta County, TX",48119.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,70.0
3550,,"Denton County, TX",48121.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
3551,,"Denton County, TX",48121.0,2006.0,2006.0,All other alcohol-induced causes,A9,14.0
3552,,"Denton County, TX",48121.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,2159.0
3553,,"DeWitt County, TX",48123.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,262.0
3554,,"Dickens County, TX",48125.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,33.0
3555,,"Dimmit County, TX",48127.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,83.0
3556,,"Donley County, TX",48129.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,49.0
3557,,"Duval County, TX",48131.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,116.0
3558,,"Eastland County, TX",48133.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,236.0
3559,,"Ector County, TX",48135.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
3560,,"Ector County, TX",48135.0,2006.0,2006.0,All other alcohol-induced causes,A9,16.0
3561,,"Ector County, TX",48135.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,1081.0
3562,,"Edwards County, TX",48137.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,18.0
3563,,"Ellis County, TX",48139.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,883.0
3564,,"El Paso County, TX",48141.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,59.0
3565,,"El Paso County, TX",48141.0,2006.0,2006.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0
3566,,"El Paso County, TX",48141.0,2006.0,2006.0,All other alcohol-induced causes,A9,62.0
3567,,"El Paso County, TX",48141.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,4240.0
3568,,"Erath County, TX",48143.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,320.0
3569,,"Falls County, TX",48145.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,245.0
3570,,"Fannin County, TX",48147.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,464.0
3571,,"Fayette County, TX",48149.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,306.0
3572,,"Fisher County, TX",48151.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,61.0
3573,,"Floyd County, TX",48153.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,74.0
3574,,"Foard County, TX",48155.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,22.0
3575,,"Fort Bend County, TX",48157.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
3576,,"Fort Bend County, TX",48157.0,2006.0,2006.0,All other alcohol-induced causes,A9,19.0
3577,,"Fort Bend County, TX",48157.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,1894.0
3578,,"Franklin County, TX",48159.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,115.0
3579,,"Freestone County, TX",48161.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,194.0
3580,,"Frio County, TX",48163.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,128.0
3581,,"Gaines County, TX",48165.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,107.0
3582,,"Galveston County, TX",48167.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,49.0
3583,,"Galveston County, TX",48167.0,2006.0,2006.0,All other alcohol-induced causes,A9,23.0
3584,,"Galveston County, TX",48167.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,2270.0
3585,,"Garza County, TX",48169.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,43.0
3586,,"Gillespie County, TX",48171.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,270.0
3587,,"Goliad County, TX",48175.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,77.0
3588,,"Gonzales County, TX",48177.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,184.0
3589,,"Gray County, TX",48179.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,286.0
3590,,"Grayson County, TX",48181.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
3591,,"Grayson County, TX",48181.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,1265.0
3592,,"Gregg County, TX",48183.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,1154.0
3593,,"Grimes County, TX",48185.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,182.0
3594,,"Guadalupe County, TX",48187.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
3595,,"Guadalupe County, TX",48187.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,716.0
3596,,"Hale County, TX",48189.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,298.0
3597,,"Hall County, TX",48191.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,52.0
3598,,"Hamilton County, TX",48193.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,129.0
3599,,"Hansford County, TX",48195.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,45.0
3600,,"Hardeman County, TX",48197.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,40.0
3601,,"Hardin County, TX",48199.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,477.0
3602,,"Harris County, TX",48201.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,348.0
3603,,"Harris County, TX",48201.0,2006.0,2006.0,Drug poisonings (overdose) Suicide (X60-X64),D2,46.0
3604,,"Harris County, TX",48201.0,2006.0,2006.0,All other drug-induced causes,D9,33.0
3605,,"Harris County, TX",48201.0,2006.0,2006.0,All other alcohol-induced causes,A9,211.0
3606,,"Harris County, TX",48201.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,19991.0
3607,,"Harrison County, TX",48203.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,577.0
3608,,"Hartley County, TX",48205.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,57.0
3609,,"Haskell County, TX",48207.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,76.0
3610,,"Hays County, TX",48209.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,641.0
3611,,"Hemphill County, TX",48211.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,39.0
3612,,"Henderson County, TX",48213.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,884.0
3613,,"Hidalgo County, TX",48215.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
3614,,"Hidalgo County, TX",48215.0,2006.0,2006.0,All other alcohol-induced causes,A9,27.0
3615,,"Hidalgo County, TX",48215.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,3269.0
3616,,"Hill County, TX",48217.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,440.0
3617,,"Hockley County, TX",48219.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,202.0
3618,,"Hood County, TX",48221.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,538.0
3619,,"Hopkins County, TX",48223.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,308.0
3620,,"Houston County, TX",48225.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,273.0
3621,,"Howard County, TX",48227.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,365.0
3622,,"Hudspeth County, TX",48229.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,17.0
3623,,"Hunt County, TX",48231.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,775.0
3624,,"Hutchinson County, TX",48233.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,249.0
3625,,"Irion County, TX",48235.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,13.0
3626,,"Jack County, TX",48237.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,96.0
3627,,"Jackson County, TX",48239.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,158.0
3628,,"Jasper County, TX",48241.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,363.0
3629,,"Jeff Davis County, TX",48243.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,12.0
3630,,"Jefferson County, TX",48245.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,51.0
3631,,"Jefferson County, TX",48245.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,2441.0
3632,,"Jim Hogg County, TX",48247.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,42.0
3633,,"Jim Wells County, TX",48249.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,336.0
3634,,"Johnson County, TX",48251.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
3635,,"Johnson County, TX",48251.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,1062.0
3636,,"Jones County, TX",48253.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,178.0
3637,,"Karnes County, TX",48255.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,155.0
3638,,"Kaufman County, TX",48257.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,749.0
3639,,"Kendall County, TX",48259.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,301.0
3640,,"Kent County, TX",48263.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,18.0
3641,,"Kerr County, TX",48265.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,648.0
3642,,"Kimble County, TX",48267.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,73.0
3643,,"Kinney County, TX",48271.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,33.0
3644,,"Kleberg County, TX",48273.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,199.0
3645,,"Knox County, TX",48275.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,51.0
3646,,"Lamar County, TX",48277.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,563.0
3647,,"Lamb County, TX",48279.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,168.0
3648,,"Lampasas County, TX",48281.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,180.0
3649,,"La Salle County, TX",48283.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,50.0
3650,,"Lavaca County, TX",48285.0,2006.0,2006.0,All other non-drug and non-alcohol causes,O9,293.0
